id      ,Developer                                                             ,Ownership ,Built-up Area ,Usage       ,Balcony Size ,Total Building Area ,Parking Availability
8215223 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,880 sqft      ,Residential ,59 sqft      ,"1,565,456 sqft"    ,NA
8263028 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,170 sqft"  ,Residential ,47 sqft      ,"204,945 sqft"      ,Yes
8238629 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,664 sqft"  ,Other       ,134 sqft     ,"1,403,598 sqft"    ,Yes
8315067 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,240 sqft"  ,Other       ,155 sqft     ,"1,403,598 sqft"    ,Yes
8195562 ,NA                                                                    ,Freehold  ,"1,401 sqft"  ,Residential ,118 sqft     ,"70,040 sqft"       ,Yes
8206986 ,NA                                                                    ,Freehold  ,"5,757 sqft"  ,Residential ,"1,568 sqft" ,"247,478 sqft"      ,Yes
8206536 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"3,179 sqft"  ,Residential ,292 sqft     ,"1,097,409 sqft"    ,Yes
8181822 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,299 sqft"  ,Residential ,52 sqft      ,"1,097,409 sqft"    ,Yes
8158104 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"810,161 sqft"      ,NA
8200958 ,NA                                                                    ,Freehold  ,"1,830 sqft"  ,Residential ,284 sqft     ,"305,965 sqft"      ,Yes
8235960 ,NA                                                                    ,Freehold  ,971 sqft      ,Residential ,48 sqft      ,"283,672 sqft"      ,Yes
8259650 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,789 sqft"  ,Other       ,179 sqft     ,"1,465,941 sqft"    ,Yes
8129575 ,NA                                                                    ,Freehold  ,738 sqft      ,Residential ,65 sqft      ,"13,392 sqft"       ,Yes
8162635 ,THARWAA ESCAN INVESTMENTS (L.L.C)                                     ,Freehold  ,836 sqft      ,Residential ,138 sqft     ,"278,342 sqft"      ,Yes
8140381 ,NA                                                                    ,Freehold  ,"4,058 sqft"  ,Residential ,"1,141 sqft" ,"706,961 sqft"      ,Yes
8104347 ,NA                                                                    ,Freehold  ,823 sqft      ,Residential ,65 sqft      ,"290,902 sqft"      ,Yes
8118650 ,NA                                                                    ,Freehold  ,"2,098 sqft"  ,Residential ,102 sqft     ,"275,870 sqft"      ,Yes
8096062 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,691 sqft      ,Residential ,48 sqft      ,"610,210 sqft"      ,Yes
8037920 ,HIRCON INTERNATIONAL L.L.C                                            ,Freehold  ,"2,146 sqft"  ,Residential ,154 sqft     ,"886,537 sqft"      ,Yes
8036209 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,864 sqft      ,Residential ,NA           ,"689,176 sqft"      ,Yes
8493288 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,Freehold  ,"1,767 sqft"  ,Residential ,235 sqft     ,"427,447 sqft"      ,Yes
7997869 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,183 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
8075966 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,152 sqft"  ,Other       ,123 sqft     ,"1,403,598 sqft"    ,Yes
8045281 ,TIGER PROPERTIES                                                      ,Freehold  ,845 sqft      ,Residential ,115 sqft     ,"849,284 sqft"      ,Yes
8040172 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,960 sqft      ,Residential ,42 sqft      ,"925,527 sqft"      ,Yes
8204838 ,T F G REAL ESTATE L.L.C                                               ,Freehold  ,442 sqft      ,Commercial  ,NA           ,"241,220 sqft"      ,Yes
7946606 ,MARINA ARCADE REAL ESTATE (L.L.C)                                     ,Freehold  ,"1,207 sqft"  ,Residential ,NA           ,"858,187 sqft"      ,Yes
7973377 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,357 sqft      ,Residential ,62 sqft      ,"264,403 sqft"      ,Yes
7952760 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"1,552 sqft"  ,Residential ,NA           ,"720,602 sqft"      ,Yes
7923014 ,NA                                                                    ,Freehold  ,429 sqft      ,Residential ,NA           ,"138,330 sqft"      ,Yes
7970880 ,NA                                                                    ,Freehold  ,919 sqft      ,Residential ,59 sqft      ,"147,836 sqft"      ,Yes
7935961 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,540 sqft      ,Residential ,59 sqft      ,"1,565,456 sqft"    ,NA
8315445 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,236 sqft"  ,Other       ,155 sqft     ,"1,403,598 sqft"    ,Yes
7961484 ,GLOBAL GROUP INTERNATIONAL LIMITED                                    ,Freehold  ,833 sqft      ,Residential ,96 sqft      ,"345,350 sqft"      ,Yes
8014693 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,145 sqft"  ,Other       ,123 sqft     ,"1,403,598 sqft"    ,Yes
8403454 ,GKT HOLDINGS LIMITED                                                  ,Freehold  ,"1,326 sqft"  ,Residential ,308 sqft     ,"294,679 sqft"      ,Yes
8468886 ,NA                                                                    ,Freehold  ,"1,715 sqft"  ,Residential ,123 sqft     ,"498,918 sqft"      ,Yes
7909943 ,NA                                                                    ,Freehold  ,"1,546 sqft"  ,Residential ,235 sqft     ,"261,612 sqft"      ,Yes
7880454 ,DEYAAR DEVELOPMENT (P.J.S.C)                                          ,Freehold  ,"3,554 sqft"  ,Residential ,280 sqft     ,"568,337 sqft"      ,Yes
8465082 ,NA                                                                    ,Freehold  ,"2,613 sqft"  ,Residential ,440 sqft     ,"168,414 sqft"      ,Yes
8316483 ,NA                                                                    ,Freehold  ,"2,451 sqft"  ,Residential ,179 sqft     ,"411,917 sqft"      ,Yes
7850513 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,"1,723 sqft"  ,Residential ,216 sqft     ,"689,176 sqft"      ,Yes
8422863 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,302 sqft"  ,Residential ,58 sqft      ,"433,754 sqft"      ,Yes
7790021 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,960 sqft      ,Residential ,42 sqft      ,"925,527 sqft"      ,Yes
7812040 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"2,014 sqft"  ,Residential ,154 sqft     ,"1,097,409 sqft"    ,Yes
8093526 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,655 sqft"  ,Other       ,134 sqft     ,"1,403,598 sqft"    ,Yes
8446665 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,331 sqft"  ,Residential ,37 sqft      ,"925,527 sqft"      ,Yes
8406212 ,NA                                                                    ,Freehold  ,945 sqft      ,Residential ,54 sqft      ,"283,672 sqft"      ,Yes
8173757 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,113 sqft"  ,Residential ,143 sqft     ,"293,542 sqft"      ,Yes
8493291 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,189 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
8320345 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,737 sqft      ,Residential ,38 sqft      ,"925,527 sqft"      ,Yes
8431500 ,NA                                                                    ,Freehold  ,757 sqft      ,Residential ,129 sqft     ,"257,766 sqft"      ,Yes
7733118 ,NA                                                                    ,Freehold  ,947 sqft      ,Residential ,46 sqft      ,"147,836 sqft"      ,Yes
8404297 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,145 sqft"  ,Other       ,123 sqft     ,"1,403,598 sqft"    ,Yes
8403461 ,GKT HOLDINGS LIMITED                                                  ,Freehold  ,"1,326 sqft"  ,Residential ,308 sqft     ,"294,679 sqft"      ,Yes
7493385 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,516 sqft"  ,Residential ,223 sqft     ,"1,403,677 sqft"    ,Yes
8465737 ,NA                                                                    ,Freehold  ,"1,452 sqft"  ,Residential ,553 sqft     ,"81,313 sqft"       ,Yes
8370937 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,087 sqft"  ,Other       ,102 sqft     ,"1,403,598 sqft"    ,Yes
7366646 ,NA                                                                    ,Freehold  ,"1,491 sqft"  ,Residential ,193 sqft     ,"290,902 sqft"      ,Yes
8502909 ,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC)                      ,Freehold  ,576 sqft      ,Residential ,NA           ,"42,166 sqft"       ,Yes
6909547 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,329 sqft"  ,Residential ,37 sqft      ,"925,527 sqft"      ,Yes
8234864 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,204 sqft"  ,Residential ,153 sqft     ,"703,394 sqft"      ,Yes
8320346 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,737 sqft      ,Residential ,38 sqft      ,"925,527 sqft"      ,Yes
8183117 ,NA                                                                    ,Freehold  ,"2,205 sqft"  ,Residential ,175 sqft     ,"330,196 sqft"      ,Yes
6709761 ,THARWAA ESCAN INVESTMENTS (L.L.C)                                     ,Freehold  ,"1,188 sqft"  ,Residential ,209 sqft     ,"278,342 sqft"      ,Yes
8087260 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,183 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
6533180 ,TRIDENT INTERNATIONAL HOLDING (FZCO)                                  ,Freehold  ,"1,771 sqft"  ,Residential ,187 sqft     ,"530,884 sqft"      ,Yes
8251505 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,685 sqft      ,Other       ,46 sqft      ,"1,403,598 sqft"    ,Yes
6794292 ,NA                                                                    ,Freehold  ,"2,634 sqft"  ,Residential ,489 sqft     ,"339,189 sqft"      ,Yes
6087558 ,SCOPE INVESTMENT L L C - DUBAI BRANCH                                 ,Freehold  ,"1,383 sqft"  ,Other       ,194 sqft     ,"940,502 sqft"      ,Yes
8136996 ,GKT HOLDINGS LIMITED                                                  ,Freehold  ,"1,326 sqft"  ,Residential ,308 sqft     ,"294,679 sqft"      ,Yes
7917968 ,MARINA ARCADE REAL ESTATE (L.L.C)                                     ,Freehold  ,"2,466 sqft"  ,Residential ,171 sqft     ,"858,187 sqft"      ,Yes
5801750 ,NA                                                                    ,Freehold  ,"2,282 sqft"  ,Residential ,615 sqft     ,"579,717 sqft"      ,Yes
7487947 ,GKT HOLDINGS LIMITED                                                  ,Freehold  ,910 sqft      ,Residential ,125 sqft     ,"294,679 sqft"      ,Yes
7404696 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,"1,798 sqft"  ,Residential ,216 sqft     ,"689,176 sqft"      ,Yes
5430551 ,NA                                                                    ,Freehold  ,"1,591 sqft"  ,Residential ,115 sqft     ,"254,302 sqft"      ,Yes
8519745 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"568,337 sqft"      ,NA
6822547 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8515747 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"297,040 sqft"      ,NA
8464138 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"277,517 sqft"      ,NA
8443478 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,097,409 sqft"    ,NA
8463613 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8384842 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8355370 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8280025 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
8303649 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
8261833 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8281987 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8202990 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"216,192 sqft"      ,NA
8264868 ,ZENICA PROPERTY DEVELOPMENT L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,"1,908,955 sqft"    ,NA
8167027 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8126565 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"254,302 sqft"      ,NA
7741191 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8496976 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"940,502 sqft"      ,NA
8491137 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,403,677 sqft"    ,NA
7918677 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"703,394 sqft"      ,NA
8215083 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
7860999 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
7765017 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"286,305 sqft"      ,NA
8375919 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"342,968 sqft"      ,NA
7876031 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7677907 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7776340 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7594814 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7594882 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8502947 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"42,166 sqft"       ,NA
7682148 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"427,447 sqft"      ,NA
8355372 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
8355371 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
6874132 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"925,527 sqft"      ,NA
6822544 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"858,187 sqft"      ,NA
7476575 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,097,409 sqft"    ,NA
8250124 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"339,189 sqft"      ,NA
8293734 ,DAMAC PROPERTIES CO (L.L.C)                                           ,Freehold  ,"1,199 sqft"  ,Residential ,222 sqft     ,"810,161 sqft"      ,Yes
8241181 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,314 sqft"  ,Other       ,287 sqft     ,"1,403,598 sqft"    ,Yes
8395645 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"2,307 sqft"  ,Other       ,223 sqft     ,"1,403,598 sqft"    ,Yes
8349912 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"1,379,605 sqft"    ,NA
8514064 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8474934 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"2,130 sqft"  ,Residential ,262 sqft     ,"1,403,677 sqft"    ,Yes
8468945 ,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
5767131 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"3,211 sqft"  ,Residential ,154 sqft     ,"925,527 sqft"      ,Yes
7662923 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"3,173 sqft"  ,Residential ,158 sqft     ,"925,527 sqft"      ,Yes
8322403 ,TRIDENT INTERNATIONAL HOLDING (FZCO)                                  ,Freehold  ,"1,776 sqft"  ,Residential ,141 sqft     ,"530,884 sqft"      ,Yes
7978227 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
8276394 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,765 sqft"  ,Residential ,230 sqft     ,"1,097,409 sqft"    ,Yes
8457918 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,709 sqft      ,Residential ,NA           ,"366,045 sqft"      ,Yes
8475745 ,NA                                                                    ,Freehold  ,"1,369 sqft"  ,Residential ,211 sqft     ,"216,005 sqft"      ,Yes
8270569 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,183 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
8400704 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,960 sqft      ,Residential ,42 sqft      ,"925,527 sqft"      ,Yes
8485125 ,CONTINENTAL INVESTMENTS LMD L.L.C                                     ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8460597 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,094 sqft"  ,Other       ,102 sqft     ,"1,403,598 sqft"    ,Yes
8469284 ,NA                                                                    ,Freehold  ,"1,324 sqft"  ,Residential ,64 sqft      ,"254,302 sqft"      ,Yes
8464694 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,102 sqft"  ,Other       ,102 sqft     ,"1,403,598 sqft"    ,Yes
8323625 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,592 sqft      ,Residential ,98 sqft      ,"264,403 sqft"      ,Yes
8457231 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"1,302 sqft"  ,Residential ,58 sqft      ,"433,754 sqft"      ,Yes
8427933 ,NA                                                                    ,Freehold  ,"1,366 sqft"  ,Residential ,72 sqft      ,"133,898 sqft"      ,Yes
8422986 ,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC)                      ,Freehold  ,827 sqft      ,Residential ,106 sqft     ,"107,473 sqft"      ,Yes
8286055 ,THARWAA ESCAN INVESTMENTS (L.L.C)                                     ,Freehold  ,359 sqft      ,Residential ,66 sqft      ,"278,342 sqft"      ,Yes
8182475 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,970 sqft      ,Residential ,152 sqft     ,"884,073 sqft"      ,Yes
7982340 ,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C                      ,Freehold  ,"1,441 sqft"  ,Residential ,97 sqft      ,"342,968 sqft"      ,Yes
7621409 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
8419577 ,SELECT GLOBAL DEVELOPMENT L.L.C                                       ,Freehold  ,"1,207 sqft"  ,Residential ,159 sqft     ,"703,394 sqft"      ,Yes
8428681 ,NA                                                                    ,Freehold  ,963 sqft      ,Residential ,60 sqft      ,"179,373 sqft"      ,Yes
7634915 ,NA                                                                    ,Freehold  ,"1,545 sqft"  ,Residential ,65 sqft      ,"706,961 sqft"      ,Yes
8397890 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"940,502 sqft"      ,NA
8398827 ,TIGER PROPERTIES                                                      ,Freehold  ,"1,219 sqft"  ,Residential ,33 sqft      ,"849,284 sqft"      ,Yes
8439170 ,EMAAR PROPERTIES (P.J.S.C)                                            ,NA        ,NA            ,NA          ,NA           ,"1,133,555 sqft"    ,NA
8305363 ,NA                                                                    ,Freehold  ,714 sqft      ,Residential ,69 sqft      ,"169,611 sqft"      ,Yes
7724935 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,"2,321 sqft"  ,Residential ,183 sqft     ,"293,542 sqft"      ,Yes
8357926 ,T F G REAL ESTATE L.L.C                                               ,NA        ,NA            ,NA          ,NA           ,"1,363,152 sqft"    ,NA
8276356 ,POINT DEVELOPMENT LIMITED                                             ,Freehold  ,760 sqft      ,Residential ,66 sqft      ,"304,148 sqft"      ,Yes
8299753 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,923 sqft      ,Residential ,41 sqft      ,"1,097,409 sqft"    ,Yes
8320003 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,NA        ,NA            ,NA          ,NA           ,NA                  ,NA
7989862 ,NA                                                                    ,Freehold  ,"1,494 sqft"  ,Residential ,149 sqft     ,"983,257 sqft"      ,Yes
8338201 ,SHEFFIELD REAL ESTAT.L .L .C                                          ,Freehold  ,826 sqft      ,Residential ,84 sqft      ,"132,379 sqft"      ,Yes
7983754 ,NA                                                                    ,Freehold  ,961 sqft      ,Residential ,105 sqft     ,"247,478 sqft"      ,Yes
8090861 ,NA                                                                    ,Freehold  ,"1,054 sqft"  ,Residential ,237 sqft     ,"305,965 sqft"      ,Yes
8065317 ,TIGER PROPERTIES                                                      ,Freehold  ,761 sqft      ,Residential ,90 sqft      ,"849,284 sqft"      ,Yes
8257869 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,181 sqft"  ,Residential ,114 sqft     ,"1,097,409 sqft"    ,Yes
7830458 ,NA                                                                    ,Freehold  ,"1,717 sqft"  ,Residential ,194 sqft     ,"259,700 sqft"      ,Yes
8507273 ,NA                                                                    ,Freehold  ,714 sqft      ,Residential ,69 sqft      ,"169,611 sqft"      ,Yes
8158219 ,NA                                                                    ,NA        ,NA            ,NA          ,NA           ,"849,284 sqft"      ,NA
8504211 ,THARWAA ESCAN INVESTMENTS (L.L.C)                                     ,Freehold  ,778 sqft      ,Residential ,124 sqft     ,"278,342 sqft"      ,Yes
8291695 ,NA                                                                    ,Freehold  ,"1,054 sqft"  ,Residential ,237 sqft     ,"305,965 sqft"      ,Yes
8478276 ,NA                                                                    ,Freehold  ,708 sqft      ,Residential ,69 sqft      ,"169,496 sqft"      ,Yes
8468747 ,DREAM ESTATE LIMITED                                                  ,Freehold  ,844 sqft      ,Residential ,NA           ,"689,176 sqft"      ,Yes
8488371 ,NA                                                                    ,Freehold  ,"1,064 sqft"  ,Residential ,162 sqft     ,"261,612 sqft"      ,Yes
7723584 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"2,014 sqft"  ,Residential ,154 sqft     ,"1,097,409 sqft"    ,Yes
8459214 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,742 sqft"  ,Other       ,129 sqft     ,"1,465,941 sqft"    ,Yes
8460430 ,EMAAR DEVELOPMENT P.J.S.C.                                            ,Freehold  ,"1,138 sqft"  ,Other       ,108 sqft     ,"1,465,941 sqft"    ,Yes
8453915 ,TIGER PROPERTIES                                                      ,Freehold  ,761 sqft      ,Residential ,90 sqft      ,"849,284 sqft"      ,Yes
8286109 ,GLOBAL GROUP INTERNATIONAL LIMITED                                    ,Freehold  ,813 sqft      ,Residential ,82 sqft      ,"345,350 sqft"      ,Yes
8057270 ,TAMEER HOLDING INVESTMENT   (LLC)                                     ,Freehold  ,"1,331 sqft"  ,Residential ,37 sqft      ,"925,527 sqft"      ,Yes
8439000 ,L I V REAL ESTATE DEVELOPMENT L.L.C                                   ,Freehold  ,"1,397 sqft"  ,Residential ,113 sqft     ,"427,447 sqft"      ,Yes
8421658 ,TIGER PROPERTIES                                                      ,Freehold  ,"1,566 sqft"  ,Residential ,150 sqft     ,"849,284 sqft"      ,NA
8442420 ,T F G REAL ESTATE L.L.C                                               ,Freehold  ,439 sqft      ,Other       ,76 sqft      ,"217,036 sqft"      ,Yes
8419968 ,NA                                                                    ,Freehold  ,841 sqft      ,Residential ,51 sqft      ,"283,672 sqft"      ,Yes
6994751 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,"1,960 sqft"  ,Residential ,302 sqft     ,"884,073 sqft"      ,Yes
8411455 ,GULF SHORES INC                                                       ,Freehold  ,"1,826 sqft"  ,Residential ,357 sqft     ,"124,927 sqft"      ,Yes
8397049 ,DAMAC GULF PROPERTIES (L.L.C)                                         ,Freehold  ,979 sqft      ,Residential ,93 sqft      ,"884,073 sqft"      ,Yes
8466559 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,922 sqft      ,Residential ,80 sqft      ,"370,407 sqft"      ,Yes
8433685 ,EMAAR PROPERTIES (P.J.S.C)                                            ,Freehold  ,540 sqft      ,Residential ,59 sqft      ,"1,565,456 sqft"    ,Yes
8403324 ,NA                                                                    ,Freehold  ,"2,708 sqft"  ,Residential ,532 sqft     ,"330,421 sqft"      ,Yes
8404062 ,NA                                                                    ,Freehold  ,"1,579 sqft"  ,Residential ,103 sqft     ,"283,672 sqft"      ,Yes
8424695 ,POINT DEVELOPMENT LIMITED                                             ,Freehold  ,"1,594 sqft"  ,Residential ,117 sqft     ,"304,148 sqft"      ,Yes
