id,Developer,Ownership,Built-up Area,Usage,Balcony Size,Total Building Area,Parking Availability
8118650,NA,Freehold,"2,098 sqft",Residential,102 sqft,"275,870 sqft",Yes
8096062,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,691 sqft,Residential,48 sqft,"610,210 sqft",Yes
8065704,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,"1,810 sqft",Residential,216 sqft,"703,394 sqft",Yes
8037920,HIRCON INTERNATIONAL L.L.C,Freehold,"2,146 sqft",Residential,154 sqft,"886,537 sqft",Yes
8036209,DREAM ESTATE LIMITED,Freehold,864 sqft,Residential,NA,"689,176 sqft",Yes
8001052,AL SAYYAH & SONS INVESTMENT (L.L.C.),Freehold,"1,502 sqft",Residential,NA,"846,914 sqft",Yes
8045281,TIGER PROPERTIES,Freehold,845 sqft,Residential,115 sqft,"849,284 sqft",Yes
8040172,TAMEER HOLDING INVESTMENT   (LLC),Freehold,960 sqft,Residential,42 sqft,"925,527 sqft",Yes
8125601,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,255 sqft",Residential,35 sqft,"720,602 sqft",Yes
7996411,TIGER PROPERTIES,Freehold,"1,801 sqft",Residential,182 sqft,"849,284 sqft",Yes
7946606,MARINA ARCADE REAL ESTATE (L.L.C),Freehold,"1,207 sqft",Residential,NA,"858,187 sqft",Yes
8496976,SCOPE INVESTMENT L L C - DUBAI BRANCH,Freehold,"1,018 sqft",Other,175 sqft,"940,502 sqft",Yes
7973377,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,357 sqft,Residential,62 sqft,"264,403 sqft",Yes
7935961,EMAAR PROPERTIES (P.J.S.C),Freehold,540 sqft,Residential,59 sqft,"1,565,456 sqft",NA
7970880,NA,Freehold,919 sqft,Residential,59 sqft,"147,836 sqft",Yes
8506835,SHEFFIELD HOLDINGS LIMITED,Freehold,"1,610 sqft",Other,NA,"1,379,605 sqft",Yes
8493288,L I V REAL ESTATE DEVELOPMENT L.L.C,Freehold,"1,767 sqft",Residential,235 sqft,"427,447 sqft",Yes
8315445,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,236 sqft",Other,155 sqft,"1,403,598 sqft",Yes
7909943,NA,Freehold,"1,546 sqft",Residential,235 sqft,"261,612 sqft",Yes
7901301,T F G REAL ESTATE L.L.C,Freehold,442 sqft,Commercial,NA,"241,220 sqft",Yes
7790021,TAMEER HOLDING INVESTMENT   (LLC),Freehold,960 sqft,Residential,42 sqft,"925,527 sqft",Yes
8468886,NA,Freehold,"1,715 sqft",Residential,123 sqft,"498,918 sqft",Yes
7998478,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,714 sqft,Residential,41 sqft,"720,602 sqft",Yes
7812040,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"2,014 sqft",Residential,154 sqft,"1,097,409 sqft",Yes
8446665,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,331 sqft",Residential,37 sqft,"925,527 sqft",Yes
7690899,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,376 sqft",Residential,38 sqft,"720,602 sqft",Yes
8493291,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,189 sqft",Residential,114 sqft,"1,097,409 sqft",Yes
8431500,NA,Freehold,757 sqft,Residential,129 sqft,"439,936 sqft",Yes
7366646,NA,Freehold,"1,491 sqft",Residential,193 sqft,"290,902 sqft",Yes
8183117,NA,Freehold,"2,205 sqft",Residential,175 sqft,"330,196 sqft",Yes
8320346,TAMEER HOLDING INVESTMENT   (LLC),Freehold,737 sqft,Residential,38 sqft,"925,527 sqft",Yes
8087260,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,183 sqft",Residential,114 sqft,"1,097,409 sqft",Yes
8251505,EMAAR DEVELOPMENT P.J.S.C.,Freehold,685 sqft,Other,46 sqft,"1,403,598 sqft",Yes
6087558,SCOPE INVESTMENT L L C - DUBAI BRANCH,Freehold,"1,383 sqft",Other,194 sqft,"940,502 sqft",Yes
7917968,MARINA ARCADE REAL ESTATE (L.L.C),Freehold,"2,466 sqft",Residential,171 sqft,"858,187 sqft",Yes
5430551,NA,Freehold,"1,591 sqft",Residential,115 sqft,"254,302 sqft",Yes
8561471,NA,NA,NA,NA,NA,"179,373 sqft",NA
8566078,NA,NA,NA,NA,NA,"179,373 sqft",NA
8547940,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8543381,NA,NA,NA,NA,NA,"277,517 sqft",NA
8528012,NA,NA,NA,NA,NA,"610,210 sqft",NA
7682148,NA,NA,NA,NA,NA,"427,447 sqft",NA
8530805,NA,NA,NA,NA,NA,"439,936 sqft",NA
8384842,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8339448,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8341726,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8286191,NA,NA,NA,NA,NA,"530,884 sqft",NA
8320172,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8401233,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8261833,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH,NA,NA,NA,NA,NA,NA
8281987,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
8414147,NA,NA,NA,NA,NA,"925,527 sqft",NA
8374918,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8545966,NA,NA,NA,NA,NA,"858,187 sqft",NA
8545967,NA,NA,NA,NA,NA,"920,347 sqft",NA
8545881,NA,NA,NA,NA,NA,"886,537 sqft",NA
8006723,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH,NA,NA,NA,NA,NA,NA
7918677,NA,NA,NA,NA,NA,"703,394 sqft",NA
8491137,NA,NA,NA,NA,NA,"1,403,677 sqft",NA
8354797,NA,NA,NA,NA,NA,"305,965 sqft",NA
7765017,NA,NA,NA,NA,NA,"286,305 sqft",NA
7894380,NA,NA,NA,NA,NA,"370,459 sqft",NA
7940256,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
7860999,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
7850580,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
7677907,L I V REAL ESTATE DEVELOPMENT L.L.C,NA,NA,NA,NA,NA,NA
7776340,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH,NA,NA,NA,NA,NA,NA
7594814,MARINA LIV DEVELOPMENT (Br of MARINA 2 GROUP LIMITED ) - DUBAI BRANCH,NA,NA,NA,NA,NA,NA
7594882,L I V REAL ESTATE DEVELOPMENT L.L.C,NA,NA,NA,NA,NA,NA
7480572,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
7434333,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
6874132,NA,NA,NA,NA,NA,"925,527 sqft",NA
6822547,NA,NA,NA,NA,NA,"858,187 sqft",NA
6822544,NA,NA,NA,NA,NA,"858,187 sqft",NA
6846240,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
7476575,NA,NA,NA,NA,NA,"1,097,409 sqft",NA
6651482,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8250124,NA,NA,NA,NA,NA,"339,189 sqft",NA
8033275,NA,NA,NA,NA,NA,"278,342 sqft",NA
8466855,NA,Freehold,"1,326 sqft",Residential,157 sqft,"211,465 sqft",Yes
8515747,NA,Freehold,690 sqft,Residential,86 sqft,"297,040 sqft",Yes
8457625,SCOPE INVESTMENT L L C - DUBAI BRANCH,Freehold,"1,515 sqft",Other,179 sqft,"940,502 sqft",Yes
8344878,TIGER PROPERTIES,Freehold,845 sqft,Residential,115 sqft,"849,284 sqft",Yes
8460430,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,138 sqft",Other,108 sqft,"1,465,941 sqft",Yes
8459214,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,742 sqft",Other,129 sqft,"1,465,941 sqft",Yes
8025952,L I V REAL ESTATE DEVELOPMENT L.L.C,NA,NA,NA,NA,NA,NA
7879693,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
7917368,L I V REAL ESTATE DEVELOPMENT L.L.C,NA,NA,NA,NA,NA,NA
8173306,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8174166,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
8303990,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8324173,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
8537373,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
8488715,GLOBAL GROUP HOLDINGS LIMITED,Freehold,787 sqft,Residential,75 sqft,"370,459 sqft",Yes
8293734,DAMAC PROPERTIES CO (L.L.C),Freehold,"1,199 sqft",Residential,222 sqft,"810,161 sqft",Yes
8241181,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,314 sqft",Other,287 sqft,"1,403,598 sqft",Yes
8395645,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"2,307 sqft",Other,223 sqft,"1,403,598 sqft",Yes
8349912,NA,NA,NA,NA,NA,"1,379,605 sqft",NA
8514064,T F G REAL ESTATE L.L.C,NA,NA,NA,NA,"1,363,152 sqft",NA
8474934,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,"2,130 sqft",Residential,262 sqft,"1,403,677 sqft",Yes
5767131,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"3,211 sqft",Residential,154 sqft,"925,527 sqft",Yes
7662923,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"3,173 sqft",Residential,158 sqft,"925,527 sqft",Yes
7978227,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8276394,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,765 sqft",Residential,230 sqft,"1,097,409 sqft",Yes
8029846,L I V REAL ESTATE DEVELOPMENT L.L.C,NA,NA,NA,NA,NA,NA
8495309,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
7870910,DAMAC PROPERTIES CO (L.L.C),Freehold,878 sqft,Other,127 sqft,"810,161 sqft",NA
8400704,TAMEER HOLDING INVESTMENT   (LLC),Freehold,960 sqft,Residential,42 sqft,"925,527 sqft",Yes
8277550,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8277548,ZENICA PROPERTY DEVELOPMENT L.L.C,NA,NA,NA,NA,"1,908,955 sqft",NA
8460597,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,094 sqft",Other,102 sqft,"1,403,598 sqft",Yes
8469284,NA,Freehold,"1,324 sqft",Residential,64 sqft,"254,302 sqft",Yes
8464694,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,102 sqft",Other,102 sqft,"1,403,598 sqft",Yes
8456099,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8457231,EMAAR PROPERTIES (P.J.S.C),Freehold,"1,302 sqft",Residential,58 sqft,"433,754 sqft",Yes
8427933,NA,Freehold,"1,366 sqft",Residential,72 sqft,"133,898 sqft",Yes
8407917,L I V REAL ESTATE DEVELOPMENT L.L.C,Freehold,"1,393 sqft",Residential,114 sqft,"427,447 sqft",Yes
8422986,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC),Freehold,827 sqft,Residential,106 sqft,"107,473 sqft",Yes
8286055,THARWAA ESCAN INVESTMENTS (L.L.C),Freehold,359 sqft,Residential,66 sqft,"278,342 sqft",Yes
8182475,DAMAC GULF PROPERTIES (L.L.C),Freehold,970 sqft,Residential,152 sqft,"884,073 sqft",Yes
7982340,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,441 sqft",Residential,97 sqft,"342,968 sqft",Yes
8400673,WEST AVENUE LIMITED,Freehold,722 sqft,Residential,104 sqft,"267,598 sqft",Yes
8419577,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,"1,207 sqft",Residential,159 sqft,"703,394 sqft",Yes
8428681,NA,Freehold,963 sqft,Residential,60 sqft,"179,373 sqft",Yes
7634915,NA,Freehold,"1,545 sqft",Residential,65 sqft,"706,961 sqft",Yes
8374937,NA,Freehold,"3,023 sqft",Residential,222 sqft,"983,257 sqft",Yes
8398827,TIGER PROPERTIES,Freehold,"1,219 sqft",Residential,33 sqft,"849,284 sqft",Yes
8439170,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8411562,THARWAA ESCAN INVESTMENTS (L.L.C),Freehold,765 sqft,Residential,111 sqft,"278,342 sqft",Yes
7893767,EMAAR PROPERTIES (P.J.S.C),NA,NA,NA,NA,"1,133,555 sqft",NA
8308645,DAMAC PROPERTIES CO (L.L.C),Freehold,"1,942 sqft",Residential,79 sqft,"810,161 sqft",Yes
8337747,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,742 sqft",Other,129 sqft,"1,465,941 sqft",Yes
8307975,NA,Freehold,912 sqft,Other,109 sqft,"216,005 sqft",Yes
8543017,TAMEER HOLDING INVESTMENT   (LLC),Freehold,923 sqft,Residential,40 sqft,"1,097,409 sqft",Yes
8530693,DHEERAJ & EAST COAST (L.L.C),Freehold,"1,287 sqft",Residential,110 sqft,"223,642 sqft",Yes
8510577,NA,Freehold,"1,224 sqft",Residential,173 sqft,"170,941 sqft",Yes
7955368,BAY CENTRAL DEVELOPMENTS LIMITED,Freehold,638 sqft,Residential,51 sqft,"277,517 sqft",Yes
8531213,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,801 sqft",Residential,180 sqft,"1,465,941 sqft",Yes
8508114,DHEERAJ & EAST COAST (L.L.C),Freehold,759 sqft,Residential,62 sqft,"223,642 sqft",Yes
8507273,NA,Freehold,714 sqft,Residential,69 sqft,"169,611 sqft",Yes
8557399,NA,NA,NA,NA,NA,"261,612 sqft",NA
8494187,NA,Freehold,"2,901 sqft",Residential,144 sqft,"498,918 sqft",Yes
8478210,NA,Freehold,"1,562 sqft",Residential,59 sqft,"154,935 sqft",NA
8453915,TIGER PROPERTIES,Freehold,761 sqft,Residential,90 sqft,"849,284 sqft",Yes
8449721,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,181 sqft",Residential,114 sqft,"1,097,409 sqft",Yes
8430141,AL SAYYAH & SONS INVESTMENT (L.L.C.),Freehold,"1,384 sqft",Residential,156 sqft,"846,914 sqft",Yes
8428665,EMAAR PROPERTIES (P.J.S.C),Freehold,"1,463 sqft",Residential,84 sqft,"366,045 sqft",Yes
8421658,TIGER PROPERTIES,Freehold,"1,566 sqft",Residential,150 sqft,"849,284 sqft",NA
8420364,WEST AVENUE LIMITED,Freehold,"1,237 sqft",Residential,177 sqft,"267,598 sqft",Yes
8423089,NA,Freehold,"2,959 sqft",Residential,"1,790 sqft","197,703 sqft",Yes
8435482,NA,Freehold,"2,516 sqft",Residential,189 sqft,"498,918 sqft",Yes
8419968,NA,Freehold,841 sqft,Residential,51 sqft,"283,672 sqft",Yes
8434497,NA,Freehold,"2,762 sqft",Residential,323 sqft,"168,414 sqft",Yes
8401644,NA,Freehold,749 sqft,Residential,NA,"216,192 sqft",Yes
8397049,DAMAC GULF PROPERTIES (L.L.C),Freehold,979 sqft,Residential,93 sqft,"884,073 sqft",Yes
8411455,GULF SHORES INC,Freehold,"1,826 sqft",Residential,357 sqft,"124,927 sqft",Yes
8410093,TAMEER HOLDING INVESTMENT   (LLC),Freehold,923 sqft,Residential,40 sqft,"1,097,409 sqft",Yes
8433685,EMAAR PROPERTIES (P.J.S.C),Freehold,540 sqft,Residential,59 sqft,"1,565,456 sqft",Yes
8390529,TAMEER HOLDING INVESTMENT   (LLC),Freehold,923 sqft,Residential,41 sqft,"1,097,409 sqft",Yes
8370630,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"2,307 sqft",Other,223 sqft,"1,403,598 sqft",Yes
8411399,TRIDENT INTERNATIONAL HOLDING (FZCO),Freehold,"1,874 sqft",Residential,495 sqft,"510,530 sqft",Yes
8374903,DHEERAJ & EAST COAST (L.L.C),Freehold,"1,395 sqft",Residential,193 sqft,"223,642 sqft",Yes
8396242,AL SAYYAH & SONS INVESTMENT (L.L.C.),Freehold,735 sqft,Residential,68 sqft,"846,914 sqft",Yes
8378054,AL SAYYAH & SONS INVESTMENT (L.L.C.),Freehold,"1,508 sqft",Residential,NA,"846,914 sqft",Yes
8394801,TORCH SELECT LIMITED,Freehold,"1,258 sqft",Residential,78 sqft,"852,218 sqft",Yes
8359318,NA,Freehold,"1,444 sqft",Residential,259 sqft,"297,040 sqft",Yes
8424695,POINT DEVELOPMENT LIMITED,Freehold,"1,594 sqft",Residential,117 sqft,"304,148 sqft",Yes
8341185,DAMAC GULF PROPERTIES (L.L.C),Freehold,"1,228 sqft",Residential,119 sqft,"884,073 sqft",Yes
8356003,TORCH SELECT LIMITED,Freehold,"1,258 sqft",Residential,78 sqft,"852,218 sqft",Yes
8335311,EMAAR PROPERTIES (P.J.S.C),Freehold,922 sqft,Residential,80 sqft,"366,045 sqft",Yes
8341150,POINT DEVELOPMENT LIMITED,Freehold,"2,772 sqft",Other,484 sqft,"304,148 sqft",Yes
8318930,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,233 sqft",Other,156 sqft,"1,403,598 sqft",Yes
8338339,NA,Freehold,"1,546 sqft",Residential,235 sqft,"261,612 sqft",Yes
8314162,TAMEER HOLDING INVESTMENT   (LLC),Freehold,802 sqft,Residential,45 sqft,"925,527 sqft",Yes
8290005,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,610 sqft,Residential,39 sqft,"1,403,677 sqft",Yes
8289428,NA,Freehold,"2,373 sqft",Residential,83 sqft,"223,279 sqft",Yes
8328251,T F G REAL ESTATE L.L.C,Freehold,438 sqft,Other,85 sqft,"217,036 sqft",Yes
8292070,TIGER PROPERTIES,Freehold,"1,219 sqft",Residential,33 sqft,"849,284 sqft",Yes
8288821,TAMEER HOLDING INVESTMENT   (LLC),Freehold,802 sqft,Residential,38 sqft,"925,527 sqft",Yes
8388836,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,714 sqft,Residential,41 sqft,"720,602 sqft",Yes
8278579,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,255 sqft",Residential,35 sqft,"720,602 sqft",Yes
8312655,NA,Freehold,"1,064 sqft",Residential,162 sqft,"261,612 sqft",Yes
8250569,AL SAYYAH & SONS INVESTMENT (L.L.C.),Freehold,917 sqft,Residential,94 sqft,"846,914 sqft",Yes
8276356,POINT DEVELOPMENT LIMITED,Freehold,760 sqft,Residential,66 sqft,"304,148 sqft",Yes
8313824,EMAAR PROPERTIES (P.J.S.C),Freehold,909 sqft,Residential,60 sqft,"366,045 sqft",Yes
8313482,TORCH SELECT LIMITED,Freehold,978 sqft,Residential,64 sqft,"852,218 sqft",Yes
8250728,NA,Freehold,"1,350 sqft",Residential,74 sqft,"207,736 sqft",Yes
8233516,DAMAC GULF PROPERTIES (L.L.C),Freehold,"1,632 sqft",Residential,259 sqft,"884,073 sqft",Yes
8238296,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,653 sqft",Other,134 sqft,"1,403,598 sqft",Yes
8235238,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,372 sqft",Residential,38 sqft,"720,602 sqft",Yes
8264650,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"3,173 sqft",Residential,154 sqft,"925,527 sqft",Yes
8255693,THARWAA ESCAN INVESTMENTS (L.L.C),Freehold,747 sqft,Residential,159 sqft,"278,342 sqft",Yes
8231383,DHEERAJ & EAST COAST (L.L.C),Freehold,"1,245 sqft",Residential,194 sqft,"223,642 sqft",Yes
8247021,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,725 sqft",Residential,128 sqft,"1,465,941 sqft",Yes
8247284,GLOBAL GROUP HOLDINGS LIMITED,Freehold,"1,203 sqft",Residential,145 sqft,"370,459 sqft",Yes
8188008,GLOBAL GROUP INTERNATIONAL LIMITED,Freehold,718 sqft,Residential,50 sqft,"345,350 sqft",Yes
8259263,NA,Freehold,"1,098 sqft",Residential,263 sqft,"153,653 sqft",Yes
8192053,MARINA ARCADE REAL ESTATE (L.L.C),Freehold,"2,090 sqft",Residential,NA,"858,187 sqft",Yes
8252155,TAMEER HOLDING INVESTMENT   (LLC),Freehold,960 sqft,Residential,35 sqft,"925,527 sqft",Yes
8226685,BAY CENTRAL DEVELOPMENTS LIMITED,Freehold,"1,070 sqft",Residential,103 sqft,"277,517 sqft",Yes
8291695,NA,Freehold,"1,054 sqft",Residential,237 sqft,"305,965 sqft",Yes
8258916,DAMAC PROPERTIES CO (L.L.C),Freehold,"1,200 sqft",Residential,218 sqft,"810,161 sqft",Yes
8220496,EMAAR PROPERTIES (P.J.S.C),Freehold,"1,170 sqft",Residential,47 sqft,"204,945 sqft",Yes
8187975,NA,NA,NA,NA,NA,"846,914 sqft",NA
8158219,NA,NA,NA,NA,NA,"849,284 sqft",NA
8138121,TAMEER HOLDING INVESTMENT   (LLC),Freehold,802 sqft,Residential,45 sqft,"925,527 sqft",Yes
8117575,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,"1,427 sqft",Residential,97 sqft,"342,968 sqft",Yes
8117223,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,518 sqft,Residential,80 sqft,"264,007 sqft",Yes
8343573,TEBYAN REAL ESTATE DEVELOPMENT ENTERPRISES (LLC),Freehold,826 sqft,Residential,106 sqft,"107,473 sqft",Yes
8149150,SCOPE INVESTMENT L L C - DUBAI BRANCH,Freehold,"1,836 sqft",Other,228 sqft,"940,502 sqft",Yes
8238577,NA,Freehold,742 sqft,Residential,90 sqft,"297,040 sqft",Yes
8117339,CAYAN REAL ESTATE INVESTMENT & DEVELOPMENT L.L.C,Freehold,714 sqft,Residential,41 sqft,"720,602 sqft",Yes
8090861,NA,NA,NA,NA,NA,"305,965 sqft",NA
8094911,SCOPE INVESTMENT L L C - DUBAI BRANCH,Freehold,"1,452 sqft",Residential,264 sqft,"940,502 sqft",Yes
8138077,EMAAR PROPERTIES (P.J.S.C),Freehold,"1,463 sqft",Residential,84 sqft,"366,045 sqft",Yes
8160565,SELECT GLOBAL DEVELOPMENT L.L.C,Freehold,"1,210 sqft",Residential,159 sqft,"703,394 sqft",Yes
8086913,NA,Freehold,"2,613 sqft",Residential,440 sqft,"168,414 sqft",Yes
8069013,TORCH SELECT LIMITED,Freehold,"1,258 sqft",Residential,78 sqft,"852,218 sqft",Yes
8160941,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,154 sqft",Other,124 sqft,"1,403,598 sqft",Yes
8073184,TAMEER HOLDING INVESTMENT   (LLC),Freehold,"1,189 sqft",Residential,114 sqft,"1,097,409 sqft",Yes
8326479,NA,Freehold,"1,011 sqft",Residential,117 sqft,"579,717 sqft",Yes
8092838,DREAM ESTATE LIMITED,Freehold,844 sqft,Residential,NA,"689,176 sqft",Yes
8083840,NA,Freehold,"1,326 sqft",Residential,157 sqft,"211,465 sqft",Yes
8068976,HIRCON INTERNATIONAL L.L.C,Freehold,"2,146 sqft",Residential,154 sqft,"886,537 sqft",Yes
8168910,NA,Freehold,"2,860 sqft",Residential,139 sqft,"154,935 sqft",NA
8027194,EMAAR DEVELOPMENT P.J.S.C.,Freehold,"1,145 sqft",Other,123 sqft,"1,403,598 sqft",Yes
